student_id,student_name,age,gender,course,semester,ug_percentage,ug_cgpa,attendance_percent,internal_score,backlogs,performance,sem1_sgpa
SEM2_0269,Jacob Khare,25,Male,MCA,2,74.15,7.16,80.6,25,2,Average,8.8
SEM2_0270,Dalaja Dada,25,Female,MCA,2,51.04,5.03,76.8,14,3,At-risk,7.72
SEM2_0271,Qadim Prakash,22,Female,MCA,2,80.37,8.5,77.9,20,0,Average,8.61
SEM2_0272,Lohit Vaidya,21,Male,MCA,2,59.83,6.09,79.7,11,1,Average,7.91
SEM2_0273,Lipika Sahota,26,Male,MCA,2,74.48,7.89,71.4,27,0,Excellent,8.03
SEM2_0274,Lakshit Rajagopal,28,Male,MCA,2,78.31,8.1,65.7,22,0,Average,8.36
SEM2_0275,Pallavi Grewal,26,Male,MCA,2,79.06,7.86,82.8,20,0,Average,8.17
SEM2_0276,Vidhi Yogi,28,Female,MCA,2,70.18,7.59,75.4,17,2,Average,7.53
SEM2_0277,Oscar Ganesan,28,Female,MCA,2,68.13,6.83,100.0,22,1,Average,8.43
SEM2_0278,Vrishti Mani,21,Male,MCA,2,64.86,6.85,83.3,20,1,Average,8.67
SEM2_0279,Logan Grover,28,Male,MCA,2,77.28,8.07,78.5,16,2,Average,9.18
SEM2_0280,Divya Seshadri,23,Male,MCA,2,83.51,8.15,61.3,17,1,Average,8.27
SEM2_0281,Chatresh Parmer,23,Male,MCA,2,78.7,8.12,93.4,16,0,Average,7.09
SEM2_0282,Aditya Sundaram,22,Male,MCA,2,84.24,8.51,80.3,20,0,Average,8.08
SEM2_0283,Laban Hayer,26,Male,MCA,2,62.64,6.36,98.1,24,1,Average,8.65
SEM2_0284,Leena Tiwari,23,Female,MCA,2,92.26,9.14,74.4,19,0,Average,8.47
SEM2_0285,Warda Rege,26,Female,MCA,2,69.59,7.04,74.6,29,1,Excellent,9.11
SEM2_0286,Vyanjana Sagar,22,Male,MCA,2,73.83,7.49,78.1,22,0,Average,8.06
SEM2_0287,Sachi Suresh,21,Male,MCA,2,79.73,8.54,74.9,20,0,Average,7.3
SEM2_0288,Oliver Butala,25,Male,MCA,2,72.93,7.44,78.3,20,0,Average,8.32
SEM2_0289,Azaan Kannan,28,Male,MCA,2,76.47,7.65,86.2,21,2,Average,8.76
SEM2_0290,Brinda Bali,26,Male,MCA,2,81.09,7.59,69.8,20,1,Average,7.85
SEM2_0291,Anvi Kar,21,Female,MCA,2,75.48,7.78,90.7,5,1,At-risk,6.56
SEM2_0292,Bhavya Ganguly,23,Male,MCA,2,89.36,9.03,82.7,15,0,Average,7.57
SEM2_0293,Tanvi Tandon,24,Male,MCA,2,76.41,7.73,71.6,18,0,Average,9.17
SEM2_0294,Yasti Chowdhury,27,Male,MCA,2,85.03,8.19,75.4,27,0,Excellent,8.74
SEM2_0295,Ishaan Loyal,26,Male,MCA,2,58.64,6.24,78.1,9,2,At-risk,5.91
SEM2_0296,Jeevika Barman,21,Female,MCA,2,73.83,7.4,92.6,15,0,Average,7.2
SEM2_0297,Ridhi Kamdar,23,Male,MCA,2,65.86,7.35,62.6,22,0,Average,7.99
SEM2_0298,Pavani Chaudry,21,Female,MCA,2,75.13,7.58,71.3,30,0,Excellent,8.65
SEM2_0299,Yug Mishra,21,Female,MCA,2,95.0,9.41,85.2,25,0,Excellent,8.6
SEM2_0300,Bachittar Sengupta,28,Male,MCA,2,68.68,7.2,79.3,26,0,Average,8.35
SEM2_0301,Adya Pall,28,Female,MCA,2,55.34,5.63,70.3,10,4,At-risk,6.76
SEM2_0302,Gagan Sarna,27,Female,MCA,2,48.15,4.62,61.9,15,1,At-risk,5.23
SEM2_0303,Jacob Khalsa,28,Male,MCA,2,70.62,6.52,90.8,19,0,Average,9.04
SEM2_0304,Shaurya Panchal,26,Female,MCA,2,50.54,4.6,63.7,21,0,Average,7.47
SEM2_0305,Priya Gandhi,27,Female,MCA,2,71.62,7.08,100.0,21,1,Average,8.11
SEM2_0306,Liam Jhaveri,25,Male,MCA,2,60.24,6.29,87.1,28,0,Excellent,8.77
SEM2_0307,Samuel Bhargava,24,Male,MCA,2,80.65,8.53,78.3,29,1,Excellent,9.51
SEM2_0308,Indali Walia,27,Female,MCA,2,72.22,7.89,85.2,16,0,Average,7.02
SEM2_0309,Avni Yohannan,25,Male,MCA,2,75.33,7.86,100.0,18,0,Average,7.14
SEM2_0310,Om Naik,25,Male,MCA,2,89.66,9.34,84.8,20,0,Average,8.07
SEM2_0311,Brinda Mann,21,Male,MCA,2,58.26,5.54,58.9,20,0,Average,7.71
SEM2_0312,Amara Varkey,22,Male,MCA,2,70.0,7.17,82.3,23,0,Average,8.41
SEM2_0313,Girish Deshmukh,27,Male,MCA,2,62.75,5.9,98.4,21,1,Average,7.89
SEM2_0314,Nisha Bhargava,23,Female,MCA,2,79.23,8.25,74.1,20,1,Average,7.67
SEM2_0315,Aradhana Date,26,Female,MCA,2,88.27,8.73,71.9,23,0,Excellent,8.42
SEM2_0316,Kevin Krish,27,Female,MCA,2,73.96,7.74,90.8,18,0,Average,7.98
SEM2_0317,Madhav Nagy,26,Male,MCA,2,79.94,8.21,71.6,13,0,Average,7.56
SEM2_0318,Yug Ramaswamy,22,Male,MCA,2,74.79,7.42,81.0,19,0,Average,6.82
SEM2_0319,Vrishti Dhar,27,Male,MCA,2,74.3,6.96,75.1,13,4,At-risk,7.31
SEM2_0320,Amruta Sachdeva,22,Female,MCA,2,56.25,6.05,77.5,20,1,Average,7.25
SEM2_0321,Keya Seth,21,Female,MCA,2,84.66,8.41,100.0,16,1,Average,7.53
SEM2_0322,Faqid Chander,21,Female,MCA,2,82.1,7.68,92.0,23,0,Excellent,8.74
SEM2_0323,Neha Varma,23,Male,MCA,2,66.47,7.11,74.0,10,3,At-risk,6.25
SEM2_0324,Arunima Pillay,25,Female,MCA,2,72.54,7.42,77.5,19,0,Excellent,8.91
SEM2_0325,Suhani Sura,24,Female,MCA,2,76.08,7.93,60.7,16,0,Average,7.29
SEM2_0326,Falak Agate,27,Male,MCA,2,85.86,8.58,86.5,20,0,Average,7.9
SEM2_0327,Girik Shanker,28,Female,MCA,2,57.58,6.06,80.9,22,0,Average,8.92
SEM2_0328,Ishita Bhatnagar,22,Male,MCA,2,66.52,6.68,82.4,19,0,Average,8.17
SEM2_0329,Mitali Kamdar,24,Female,MCA,2,74.38,6.96,69.3,18,0,Average,8.1
SEM2_0330,Pushti Kakar,23,Female,MCA,2,64.1,6.64,70.3,13,3,At-risk,7.63
SEM2_0331,Warda Loyal,25,Female,MCA,2,67.67,7.53,77.5,24,0,Average,8.19
SEM2_0332,Ekantika Mander,27,Male,MCA,2,82.56,8.53,89.1,15,0,Average,8.72
SEM2_0333,Geetika De,21,Female,MCA,2,70.26,7.49,72.9,13,4,At-risk,7.34
SEM2_0334,Vedhika Oza,25,Female,MCA,2,91.2,9.19,100.0,15,2,Average,8.2
SEM2_0335,Chanakya Batra,26,Male,MCA,2,69.36,7.15,85.9,20,0,Average,8.49
SEM2_0336,Hardik Sharaf,27,Male,MCA,2,73.9,7.13,81.4,27,1,Excellent,8.81
SEM2_0337,Amol Dash,23,Male,MCA,2,88.77,8.9,100.0,16,0,Average,7.57
SEM2_0338,Nakul Sastry,21,Male,MCA,2,78.19,7.94,74.1,21,0,Average,8.54
SEM2_0339,Tanmayi Acharya,25,Male,MCA,2,65.26,6.92,86.1,11,3,At-risk,6.89
SEM2_0340,Priya Jain,28,Male,MCA,2,79.83,8.11,60.6,12,3,At-risk,7.59
SEM2_0341,Kevin Mittal,23,Male,MCA,2,83.17,8.4,64.0,16,0,Average,7.31
SEM2_0342,Nathan Mahal,22,Male,MCA,2,84.27,8.55,74.8,15,1,Average,8.4
SEM2_0343,Girik Patel,21,Female,MCA,2,66.8,6.24,62.3,30,0,Excellent,8.82
SEM2_0344,Zashil Butala,27,Male,MCA,2,53.36,5.61,80.3,24,0,Average,7.99
SEM2_0345,Kamya Gandhi,25,Female,MCA,2,61.12,5.82,74.7,10,2,At-risk,6.56
SEM2_0346,Charles Randhawa,28,Female,MCA,2,68.62,7.29,79.9,21,0,Excellent,8.86
SEM2_0347,Dalaja Kaur,21,Male,MCA,2,72.74,7.31,83.8,18,0,Average,7.02
SEM2_0348,Pushti Chand,26,Male,MCA,2,76.37,8.28,72.1,21,0,Average,7.22
SEM2_0349,Girish Agarwal,26,Male,MCA,2,70.13,7.29,85.9,14,4,At-risk,7.71
SEM2_0350,Tanay Sood,27,Male,MCA,2,73.81,7.35,93.0,22,2,Average,7.43
SEM2_0351,Faras Deo,22,Male,MCA,2,69.71,6.97,81.8,15,0,Average,7.5
SEM2_0352,Upkaar Venkataraman,26,Female,MCA,2,71.83,6.94,98.6,26,1,Average,7.6
SEM2_0353,Sai Andra,24,Female,MCA,2,76.26,7.69,89.5,24,0,Average,8.22
SEM2_0354,Abhiram Oza,21,Female,MCA,2,53.6,5.45,76.9,30,0,Excellent,8.69
SEM2_0355,Jai Sami,27,Male,MCA,2,78.81,7.77,100.0,20,0,Average,8.24
SEM2_0356,Kevin Sridhar,25,Female,MCA,2,77.24,8.01,81.0,29,1,Excellent,8.4
SEM2_0357,Ekavir Karnik,22,Female,MCA,2,70.58,6.81,63.4,19,0,Average,7.53
SEM2_0358,Leela Chakraborty,28,Male,MCA,2,89.58,8.77,86.0,20,0,Average,8.16
SEM2_0359,Harsh Chauhan,28,Female,MCA,2,58.6,5.67,75.3,24,1,Average,7.89
SEM2_0360,Dhriti Pillai,25,Male,MCA,2,66.09,6.75,78.2,17,1,Average,7.32
SEM2_0361,Chandani Devan,28,Female,MCA,2,59.18,6.31,74.2,22,0,Average,7.76
SEM2_0362,Lavanya Deol,21,Female,MCA,2,53.34,5.72,78.6,22,0,Average,8.25
SEM2_0363,Luke Biswas,23,Female,MCA,2,75.88,7.59,75.8,20,1,Average,7.37
SEM2_0364,Abhiram Gala,21,Male,MCA,2,87.02,8.67,79.7,14,0,Average,8.62
SEM2_0365,Ria Panchal,22,Female,MCA,2,45.99,5.1,90.0,21,0,Average,7.65
SEM2_0366,Tanay Doshi,26,Female,MCA,2,83.39,9.07,70.3,22,1,Average,7.58
SEM2_0367,Nisha Savant,25,Male,MCA,2,71.0,7.12,96.3,16,1,Average,8.14
SEM2_0368,Teerth Chadha,21,Male,MCA,2,69.37,6.17,73.1,30,0,Excellent,8.35
SEM2_0369,Harish Dey,26,Female,MCA,2,79.79,8.21,88.5,20,0,Excellent,8.74
SEM2_0370,Jatin Rajagopalan,26,Male,MCA,2,83.49,8.13,90.3,17,0,Average,7.87
SEM2_0371,Indali Sanghvi,26,Female,MCA,2,84.24,8.18,77.3,16,0,Average,7.65
SEM2_0372,Divya Dey,26,Male,MCA,2,89.15,9.31,75.3,22,0,Excellent,8.61
SEM2_0373,Yug Malhotra,23,Male,MCA,2,62.46,6.47,77.6,6,0,At-risk,6.88
SEM2_0374,Frado Kothari,24,Male,MCA,2,56.46,5.7,76.8,16,3,At-risk,7.38
SEM2_0375,Bhavani Bala,27,Male,MCA,2,75.05,7.78,91.7,20,0,Average,8.69
SEM2_0376,Charvi Jha,26,Female,MCA,2,74.67,7.85,80.0,17,1,Average,8.58
SEM2_0377,Zarna Upadhyay,28,Male,MCA,2,89.66,9.13,82.5,19,0,Average,8.42
SEM2_0378,Ranbir Ramanathan,21,Female,MCA,2,63.33,6.34,81.6,28,1,Average,8.17
SEM2_0379,Chakrika Bhagat,21,Male,MCA,2,76.75,7.59,75.3,11,3,At-risk,6.67
SEM2_0380,Wriddhish Talwar,25,Male,MCA,2,89.47,8.24,66.6,18,1,Average,8.82
SEM2_0381,Libni Chowdhury,21,Female,MCA,2,62.86,6.59,85.4,15,0,Average,7.44
SEM2_0382,Wridesh Tata,21,Male,MCA,2,60.93,6.09,84.6,30,0,Excellent,8.64
SEM2_0383,Ekavir Wable,21,Female,MCA,2,77.87,7.86,76.7,18,0,Average,8.67
SEM2_0384,Advik Patel,26,Female,MCA,2,78.7,8.66,74.8,30,0,Excellent,8.84
SEM2_0385,Edhitha Deo,22,Male,MCA,2,64.44,6.15,63.5,29,0,Excellent,9.12
SEM2_0386,Lila Salvi,25,Female,MCA,2,64.23,6.03,87.2,19,0,Average,7.98
SEM2_0387,Jasmit Gera,21,Male,MCA,2,68.85,6.48,84.8,25,2,Average,9.23
SEM2_0388,Urishilla Bora,23,Female,MCA,2,60.72,5.93,73.0,22,0,Average,7.09
SEM2_0389,Anay Bir,24,Female,MCA,2,68.54,7.11,69.7,24,0,Excellent,8.42
SEM2_0390,Akshay Lala,22,Female,MCA,2,77.99,7.9,82.0,15,2,Average,8.08
SEM2_0391,Tanveer Baral,23,Female,MCA,2,71.33,7.55,76.6,25,0,Excellent,8.43
SEM2_0392,Darpan Rao,26,Male,MCA,2,60.76,6.11,63.1,24,1,Average,8.57
SEM2_0393,Yashawini Mangat,21,Male,MCA,2,92.37,9.29,85.1,21,1,Average,8.67
SEM2_0394,Yachana Sagar,27,Female,MCA,2,71.65,7.48,100.0,13,2,At-risk,7.42
SEM2_0395,Pallavi Ratti,24,Male,MCA,2,63.94,6.34,77.4,18,0,Average,7.95
SEM2_0396,Fitan Yadav,26,Male,MCA,2,68.79,7.06,60.9,18,0,Average,8.56
SEM2_0397,Michael Mall,21,Female,MCA,2,74.58,8.03,68.4,30,0,Excellent,7.83
SEM2_0398,Fiyaz Mukherjee,21,Male,MCA,2,63.51,6.03,68.1,23,0,Average,7.89
SEM2_0399,Farhan Vaidya,21,Female,MCA,2,75.06,7.47,79.4,23,0,Excellent,9.2
SEM2_0400,Samar Dugal,27,Female,MCA,2,70.0,6.59,56.1,21,1,Average,7.08
SEM2_0401,Eta Raman,23,Female,MCA,2,79.44,8.32,88.8,25,0,Average,7.61
SEM2_0402,Dominic Mukherjee,28,Female,MCA,2,70.45,7.05,82.5,20,1,Average,7.41
SEM2_0403,Rajeshri Khare,24,Female,MCA,2,72.47,7.58,91.3,19,0,Average,7.93
SEM2_0404,Dalbir Konda,28,Female,MCA,2,78.59,7.81,78.7,22,2,Average,8.04
SEM2_0405,Gabriel Saraf,25,Female,MCA,2,79.48,8.04,53.9,21,2,Average,8.24
SEM2_0406,Jack Setty,26,Female,MCA,2,62.44,5.5,88.1,14,3,At-risk,8.09
SEM2_0407,Christopher More,21,Female,MCA,2,68.36,7.54,89.0,18,0,Average,6.84
SEM2_0408,Parth Dar,28,Female,MCA,2,75.51,7.5,85.2,15,3,At-risk,6.91
SEM2_0409,Advik Devan,23,Female,MCA,2,50.06,5.0,65.7,22,0,Average,7.84
SEM2_0410,Advay Gade,21,Female,MCA,2,65.76,6.18,100.0,27,0,Average,7.7
SEM2_0411,Watika Palan,21,Male,MCA,2,61.57,5.95,90.0,30,0,Excellent,7.75
SEM2_0412,Zansi Lad,28,Female,MCA,2,74.39,7.63,87.0,23,1,Average,7.92
SEM2_0413,Ojas Prabhu,24,Female,MCA,2,88.03,8.97,73.0,25,1,Excellent,9.8
SEM2_0414,Jonathan Luthra,21,Female,MCA,2,55.96,5.45,74.9,24,0,Average,8.48
SEM2_0415,Jacob Balan,25,Female,MCA,2,71.85,6.85,69.2,25,0,Excellent,8.77
SEM2_0416,Gautami Sanghvi,27,Male,MCA,2,56.31,5.34,89.9,22,0,Average,7.71
SEM2_0417,Anita Viswanathan,28,Male,MCA,2,91.77,9.35,80.0,18,1,Average,7.01
SEM2_0418,Devansh Lall,25,Male,MCA,2,73.32,7.31,67.0,14,0,Average,7.59
SEM2_0419,Faraj Taneja,25,Male,MCA,2,69.11,7.15,88.3,19,0,Average,7.29
SEM2_0420,Tamanna Vaidya,24,Male,MCA,2,88.77,8.72,83.1,24,0,Excellent,8.09
SEM2_0421,Jagvi Bhakta,24,Male,MCA,2,61.32,5.79,92.1,22,0,Average,7.57
SEM2_0422,Xalak Ganesan,24,Female,MCA,2,64.62,5.78,87.0,28,1,Average,8.91
SEM2_0423,Jhalak Dugar,27,Male,MCA,2,71.76,7.08,83.8,16,0,Average,7.42
SEM2_0424,Aadhya Chauhan,22,Female,MCA,2,76.37,7.37,48.6,24,0,Excellent,8.45
SEM2_0425,Jack Kari,25,Male,MCA,2,73.32,7.53,65.4,22,0,Average,7.72
SEM2_0426,Yashodhara Agate,26,Female,MCA,2,64.49,6.63,61.9,23,0,Average,8.18
SEM2_0427,Chaitanya Arora,22,Female,MCA,2,68.02,6.41,76.7,25,2,Average,8.09
SEM2_0428,Yash Batra,21,Female,MCA,2,84.93,8.64,81.4,21,0,Excellent,9.1
SEM2_0429,Urmi Patla,27,Male,MCA,2,58.64,5.63,74.4,28,0,Excellent,8.84
SEM2_0430,Leela Doctor,24,Female,MCA,2,88.35,8.72,64.6,19,1,Average,7.81
SEM2_0431,Praneel Banik,22,Female,MCA,2,60.78,6.42,73.9,20,0,Average,7.67
SEM2_0432,Oni Kapur,27,Male,MCA,2,84.93,8.67,88.4,16,0,Average,7.19
SEM2_0433,Ekanta Kothari,21,Male,MCA,2,82.19,8.17,91.7,19,0,Average,7.29
SEM2_0434,Omaja Nagarajan,27,Male,MCA,2,62.55,6.17,72.7,19,0,Average,7.61
SEM2_0435,Anika Brahmbhatt,27,Male,MCA,2,85.45,8.32,98.6,21,0,Excellent,9.13
SEM2_0436,Kashish Dar,21,Male,MCA,2,58.13,5.77,81.7,20,0,Average,8.59
SEM2_0437,Yadavi Ben,27,Male,MCA,2,65.09,6.85,65.0,21,1,Average,7.39
SEM2_0438,Praneel Kapoor,25,Male,MCA,2,69.17,6.9,77.8,21,0,Average,7.84
SEM2_0439,Zaitra Batra,28,Female,MCA,2,70.29,6.72,85.9,19,0,Average,7.63
SEM2_0440,Nandini Biswas,21,Female,MCA,2,84.51,8.03,69.7,23,0,Excellent,9.4
SEM2_0441,Udyati Mandal,25,Male,MCA,2,62.71,6.67,83.7,26,0,Excellent,8.98
SEM2_0442,Deepa Narang,27,Female,MCA,2,55.03,5.13,94.3,17,0,Average,8.0
SEM2_0443,Gabriel Shan,22,Male,MCA,2,74.33,7.94,73.5,20,3,At-risk,7.06
SEM2_0444,Abhiram Pillay,21,Male,MCA,2,75.41,7.8,85.6,10,2,At-risk,6.92
SEM2_0445,Sai Manne,27,Female,MCA,2,70.07,7.22,68.2,18,1,Average,8.43
SEM2_0446,Daksha Kibe,25,Male,MCA,2,87.99,8.54,94.1,20,0,Excellent,7.75
SEM2_0447,Ucchal Pillay,23,Female,MCA,2,76.9,7.72,82.7,18,0,Average,7.17
SEM2_0448,Wakeeta Hayre,24,Female,MCA,2,88.44,8.96,74.0,10,0,Average,6.19
SEM2_0449,Yatan Dora,28,Male,MCA,2,72.72,7.5,88.3,23,0,Excellent,8.84
SEM2_0450,Abeer Rout,22,Male,MCA,2,70.65,7.11,77.2,26,0,Excellent,8.73
SEM2_0451,Arjun Kaul,24,Male,MCA,2,62.54,6.25,71.8,25,0,Average,7.66
SEM2_0452,Hiral Andra,23,Female,MCA,2,76.11,7.27,82.4,23,0,Average,8.24
SEM2_0453,Gautami Agarwal,27,Male,MCA,2,80.9,8.57,70.7,29,2,Average,8.58
SEM2_0454,Krisha Mohanty,28,Male,MCA,2,79.02,7.77,80.7,27,1,Excellent,8.46
SEM2_0455,Hemang Jha,28,Male,MCA,2,67.19,7.14,74.0,26,0,Excellent,8.82
SEM2_0456,Wazir Saini,25,Female,MCA,2,65.34,6.91,81.6,14,1,Average,7.26
SEM2_0457,Vyanjana Bhasin,27,Female,MCA,2,50.61,4.99,87.2,19,2,Average,7.79
SEM2_0458,Lucky Mammen,21,Female,MCA,2,86.57,8.12,76.6,30,1,Excellent,9.07
SEM2_0459,Girik Bassi,28,Male,MCA,2,62.61,6.59,77.2,16,1,Average,7.36
SEM2_0460,Vincent Venkatesh,22,Male,MCA,2,64.58,6.51,85.4,21,3,At-risk,8.4
SEM2_0461,Nitara Pradhan,23,Female,MCA,2,78.23,8.05,89.7,11,4,At-risk,7.62
SEM2_0462,Tara Chad,26,Male,MCA,2,75.24,7.7,67.9,18,0,Average,7.92
SEM2_0463,Girish Tiwari,25,Female,MCA,2,70.31,7.11,71.5,25,1,Average,8.18
SEM2_0464,Kiaan Ramesh,21,Male,MCA,2,88.71,8.74,74.6,16,3,At-risk,7.77
SEM2_0465,Falan Bhatia,25,Female,MCA,2,75.42,7.53,99.5,23,0,Average,7.75
SEM2_0466,Radhika De,28,Male,MCA,2,64.21,6.2,80.3,18,0,Average,6.48
SEM2_0467,Warjas Manne,21,Male,MCA,2,72.57,6.87,73.9,22,0,Excellent,8.61
SEM2_0468,Advika Murty,24,Female,MCA,2,74.45,7.89,73.9,18,1,Average,6.23
SEM2_0469,Maya Narain,22,Male,MCA,2,65.76,6.87,79.3,24,0,Excellent,8.47
SEM2_0470,Eesha Sethi,24,Male,MCA,2,75.39,7.75,79.2,17,2,Average,8.08
SEM2_0471,Anita Kaur,28,Female,MCA,2,65.84,6.5,80.3,23,0,Excellent,8.36
SEM2_0472,Falan Jain,23,Male,MCA,2,78.1,7.92,80.2,23,0,Excellent,8.13
SEM2_0473,Laban Chopra,25,Female,MCA,2,58.95,5.71,90.5,25,1,Average,8.41
SEM2_0474,Nachiket Cherian,28,Female,MCA,2,67.88,6.28,84.5,25,0,Excellent,8.66
SEM2_0475,Nitesh Sengupta,28,Male,MCA,2,73.99,7.23,69.8,15,0,Average,7.95
SEM2_0476,Unnati Murthy,25,Male,MCA,2,77.0,7.42,90.4,16,1,Average,8.8
SEM2_0477,Niharika Dara,25,Female,MCA,2,83.78,8.14,71.4,21,2,Average,9.28
SEM2_0478,Ishita Johal,27,Male,MCA,2,68.86,6.98,72.0,16,1,Average,7.39
SEM2_0479,Siya Morar,26,Female,MCA,2,77.93,7.93,90.3,22,1,Average,8.0
SEM2_0480,Ubika Lanka,21,Female,MCA,2,81.31,7.23,93.3,13,4,At-risk,7.87
SEM2_0481,Jagdish Chana,22,Female,MCA,2,61.93,6.25,58.4,22,2,Average,8.28
SEM2_0482,Nakul Modi,21,Female,MCA,2,68.05,6.91,94.2,27,0,Excellent,8.56
SEM2_0483,Banjeet Kale,28,Female,MCA,2,68.77,7.34,89.8,22,0,Average,7.22
SEM2_0484,Falak Divan,27,Female,MCA,2,66.1,6.73,71.9,15,4,At-risk,6.16
SEM2_0485,Gavin Kothari,28,Male,MCA,2,64.86,6.45,73.5,24,0,Average,7.3
SEM2_0486,Ishani Randhawa,27,Female,MCA,2,82.73,8.71,70.8,20,3,At-risk,8.38
SEM2_0487,Yochana Bawa,24,Female,MCA,2,68.88,6.81,90.8,19,1,Average,8.23
SEM2_0488,Chandani Lad,22,Female,MCA,2,56.61,5.8,88.9,26,0,Average,7.69
SEM2_0489,Owen Balasubramanian,25,Female,MCA,2,52.71,5.08,82.8,25,1,Average,9.16
SEM2_0490,Nidhi Sethi,28,Male,MCA,2,51.49,4.79,81.0,28,2,Average,8.7
SEM2_0491,Zaid Chandra,24,Female,MCA,2,66.04,6.33,73.1,27,0,Average,7.88
SEM2_0492,Turvi Chaudry,28,Male,MCA,2,74.26,7.51,73.8,19,0,Average,7.27
SEM2_0493,Logan Dara,25,Male,MCA,2,74.58,7.09,81.3,21,1,Average,6.72
SEM2_0494,Advik Bhatia,25,Female,MCA,2,79.95,7.6,76.9,25,0,Excellent,8.29
SEM2_0495,Tristan De,21,Male,MCA,2,81.5,8.36,70.7,22,0,Average,8.31
SEM2_0496,Rudra Rattan,25,Female,MCA,2,69.06,6.89,85.0,24,3,Average,8.04
SEM2_0497,Kashish Chad,28,Male,MCA,2,64.41,6.47,89.7,21,0,Average,8.65
SEM2_0498,Aashi Borde,28,Male,MCA,2,86.58,8.7,74.7,23,0,Excellent,8.16
SEM2_0499,Anthony Bhattacharyya,27,Male,MCA,2,84.16,8.06,90.2,23,1,Average,8.49
SEM2_0500,Rudra Sawhney,22,Female,MCA,2,86.86,8.36,89.5,17,0,Average,7.47
SEM2_0501,Kabir Chanda,28,Male,MCA,2,86.37,8.56,80.7,19,0,Average,7.37
SEM2_0502,Garima Das,28,Female,MCA,2,81.44,8.16,80.8,29,0,Excellent,7.87
SEM2_0503,Brijesh Shenoy,23,Female,MCA,2,58.04,5.93,76.4,19,0,Average,7.06
SEM2_0504,Chandresh Ganguly,27,Male,MCA,2,56.93,5.52,88.3,20,0,Average,8.32
SEM2_0505,Rachita Rana,25,Female,MCA,2,72.81,7.13,60.0,24,0,Average,8.48
SEM2_0506,Watika Balan,21,Male,MCA,2,56.02,5.47,87.3,27,1,Average,7.9
SEM2_0507,Lavanya Sandhu,25,Male,MCA,2,59.06,5.47,71.7,18,0,Average,8.67
SEM2_0508,Orinder Pandya,26,Male,MCA,2,76.73,7.65,81.8,22,0,Average,8.04
SEM2_0509,Tanish Grover,28,Male,MCA,2,83.86,8.29,76.3,23,0,Excellent,8.19
SEM2_0510,Anvi Mammen,22,Male,MCA,2,76.18,7.11,66.4,22,0,Average,8.41
SEM2_0511,Sanaya Dixit,22,Female,MCA,2,76.64,8.09,81.9,16,0,Average,8.57
SEM2_0512,Bakhshi Korpal,23,Male,MCA,2,79.24,8.22,72.9,29,0,Excellent,8.39
SEM2_0513,Chakrika Tara,22,Male,MCA,2,77.44,7.9,62.3,28,0,Excellent,8.84
SEM2_0514,Nisha Srinivas,26,Male,MCA,2,54.84,5.34,91.8,12,3,At-risk,6.9
SEM2_0515,Darsh Chahal,23,Female,MCA,2,68.45,7.71,76.9,17,0,Average,7.73
SEM2_0516,Ati Rajagopal,21,Male,MCA,2,81.99,8.57,82.2,30,0,Excellent,9.8
SEM2_0517,Laksh Saini,21,Female,MCA,2,55.08,5.79,93.7,19,1,Average,7.4
SEM2_0518,Ryan Vora,28,Female,MCA,2,68.19,6.92,61.7,25,0,Average,8.56
SEM2_0519,Zaid Bahl,23,Male,MCA,2,67.5,5.73,73.4,22,0,Average,7.65
SEM2_0520,Lavanya Parmer,22,Male,MCA,2,86.97,8.67,59.0,19,0,Average,8.02
SEM2_0521,Varsha Sundaram,24,Male,MCA,2,70.62,6.55,77.0,24,3,At-risk,8.12
SEM2_0522,Hemangini Thakkar,21,Male,MCA,2,78.94,8.14,94.2,21,0,Average,7.21
SEM2_0523,Ekanta Rama,27,Male,MCA,2,86.52,8.48,81.9,19,0,Average,7.81
SEM2_0524,Anamika Gole,22,Male,MCA,2,61.97,6.62,94.5,17,0,Average,8.62
SEM2_0525,Atharv Nagar,23,Female,MCA,2,55.32,5.3,87.6,24,0,Average,7.8
SEM2_0526,Theodore Balan,23,Female,MCA,2,73.64,7.35,63.3,19,0,Average,7.78
SEM2_0527,Avni Bhardwaj,23,Female,MCA,2,77.63,7.71,62.5,25,0,Excellent,8.8
SEM2_0528,Urmi Wagle,24,Female,MCA,2,79.75,8.49,68.9,27,0,Excellent,9.24
SEM2_0529,Ishita Kaul,23,Male,MCA,2,71.35,7.29,66.8,22,0,Average,8.41
SEM2_0530,Nathaniel Chaudhry,22,Female,MCA,2,76.55,7.22,78.8,22,0,Excellent,9.03
SEM2_0531,Yug Khosla,21,Female,MCA,2,60.45,5.6,75.8,30,1,Excellent,8.36
SEM2_0532,Amaira Walla,21,Female,MCA,2,77.57,7.38,75.6,23,0,Average,8.52
SEM2_0533,Daksh Kanda,23,Female,MCA,2,66.75,6.82,95.2,19,0,Average,8.6
SEM2_0534,Lipika Pant,28,Female,MCA,2,74.82,7.38,66.6,16,0,Average,6.56
SEM2_0535,Oscar Goda,28,Male,MCA,2,74.31,8.07,77.0,23,0,Excellent,8.25
SEM2_0536,Warjas Nadkarni,28,Female,MCA,2,78.54,7.59,85.7,20,2,Average,8.57
SEM2_0537,Jagrati Bala,21,Female,MCA,2,73.32,7.38,92.0,12,1,Average,7.42
