student_id,student_name,age,gender,course,semester,ug_percentage,ug_cgpa,attendance_percent,internal_score,backlogs,performance,sem1_sgpa,sem2_sgpa
SEM3_0249,Ekbal Buch,28,Male,MCA,3,63.56,6.28,73.3,26,0,Excellent,8.44,9.09
SEM3_0250,Neel Oza,21,Male,MCA,3,56.9,5.19,87.8,20,2,Average,7.6,7.34
SEM3_0251,Vedant Murthy,27,Male,MCA,3,72.29,6.87,72.8,20,0,Excellent,8.65,8.9
SEM3_0252,Edhitha Manne,28,Female,MCA,3,80.9,8.08,72.1,13,0,Average,7.76,7.82
SEM3_0253,Amara Rana,25,Female,MCA,3,66.25,7.25,88.1,14,0,Average,7.01,6.55
SEM3_0254,Anika Saxena,21,Male,MCA,3,70.52,7.76,76.2,16,0,Average,6.85,7.49
SEM3_0255,Janani Verma,24,Male,MCA,3,72.4,6.8,69.0,18,1,Average,8.62,9.05
SEM3_0256,Shravya Sachdev,27,Male,MCA,3,56.24,5.64,72.6,24,2,Average,7.65,7.5
SEM3_0257,Oliver Gour,27,Female,MCA,3,63.69,6.84,100.0,23,0,Excellent,9.1,9.11
SEM3_0258,Arin Dass,28,Female,MCA,3,67.55,6.63,70.4,16,0,Average,7.52,8.1
SEM3_0259,Wahab Krishnamurthy,22,Male,MCA,3,75.67,7.57,84.7,28,1,Average,8.57,8.14
SEM3_0260,Fariq Kade,25,Female,MCA,3,81.22,8.04,85.6,19,1,Average,7.87,6.93
SEM3_0261,Ojas Ranganathan,23,Female,MCA,3,73.6,7.88,83.0,17,0,Average,7.33,7.35
SEM3_0262,Harshil Chandran,24,Female,MCA,3,68.8,6.45,66.4,28,0,Excellent,8.82,8.71
SEM3_0263,Devansh Solanki,27,Male,MCA,3,63.94,6.67,88.2,23,0,Excellent,8.66,8.42
SEM3_0264,Chatura Bal,24,Female,MCA,3,72.56,7.74,56.0,16,3,At-risk,7.19,7.75
SEM3_0265,Mekhala Viswanathan,21,Male,MCA,3,62.25,6.32,77.8,25,1,Excellent,9.8,9.8
SEM3_0266,Fiyaz Chawla,25,Female,MCA,3,68.27,7.35,89.4,25,2,Average,8.04,8.16
SEM3_0267,Adweta Dugal,28,Female,MCA,3,68.9,6.82,89.6,19,0,Average,8.62,8.58
SEM3_0268,Frado Ramakrishnan,23,Female,MCA,3,81.16,8.64,84.3,20,0,Average,7.57,7.69
SEM3_0269,Dayamai Karnik,26,Female,MCA,3,66.79,6.3,77.7,30,0,Excellent,8.91,8.59
SEM3_0270,Yug Mander,21,Male,MCA,3,59.1,5.41,85.5,14,3,At-risk,6.61,6.74
SEM3_0271,Saanvi Date,21,Female,MCA,3,67.67,6.57,81.3,30,1,Excellent,9.09,8.16
SEM3_0272,Karan Vyas,28,Female,MCA,3,79.04,7.65,80.1,20,2,Average,7.49,7.22
SEM3_0273,Onkar Balakrishnan,23,Female,MCA,3,84.72,8.75,85.7,25,0,Excellent,9.0,8.38
SEM3_0274,Bakhshi Parikh,25,Male,MCA,3,62.45,6.3,70.5,24,0,Average,8.3,8.36
SEM3_0275,Eshana Soni,26,Female,MCA,3,78.69,7.48,87.3,12,4,At-risk,7.23,6.42
SEM3_0276,Unni Zachariah,27,Male,MCA,3,64.41,6.8,88.6,17,0,Average,8.58,7.97
SEM3_0277,Anita Saxena,21,Male,MCA,3,70.67,6.96,88.6,13,2,Average,7.67,8.03
SEM3_0278,Krishna Zacharia,26,Female,MCA,3,68.42,6.6,78.9,7,2,At-risk,6.79,7.49
SEM3_0279,Peter Shan,21,Male,MCA,3,67.7,6.93,78.5,10,4,At-risk,7.04,7.86
SEM3_0280,Radhika Viswanathan,24,Female,MCA,3,82.92,8.28,66.9,25,0,Excellent,9.27,9.63
SEM3_0281,Dayita Palan,28,Male,MCA,3,78.42,7.39,72.2,17,0,Average,9.09,8.71
SEM3_0282,Vasatika Zacharia,23,Male,MCA,3,73.43,7.14,92.4,18,3,At-risk,6.88,7.39
SEM3_0283,Utkarsh Chakraborty,27,Male,MCA,3,62.32,6.13,70.3,17,3,At-risk,7.65,8.13
SEM3_0284,Riya Morar,21,Female,MCA,3,71.83,7.44,70.3,28,0,Excellent,9.3,9.72
SEM3_0285,Jasmit Sachar,22,Female,MCA,3,70.5,6.84,68.2,20,1,Average,7.6,7.94
SEM3_0286,Abha Dugal,23,Male,MCA,3,76.01,7.95,75.3,27,1,Average,8.12,8.31
SEM3_0287,Chavvi Anne,26,Male,MCA,3,62.67,6.92,82.6,20,1,Average,7.33,7.85
SEM3_0288,Aadi Virk,21,Female,MCA,3,80.34,8.21,93.4,21,1,Average,7.25,6.99
SEM3_0289,Laban Padmanabhan,24,Female,MCA,3,66.86,7.04,100.0,15,1,Average,7.73,8.79
SEM3_0290,Bhavini Singh,27,Female,MCA,3,73.68,7.45,89.8,22,1,Average,6.98,6.94
SEM3_0291,Abhiram Swamy,25,Female,MCA,3,60.86,6.02,91.3,28,1,Average,7.48,7.4
SEM3_0292,Vansha Mistry,24,Male,MCA,3,80.67,8.12,81.6,25,2,Average,9.44,9.68
SEM3_0293,Aditya Sani,23,Female,MCA,3,61.23,5.8,80.2,18,3,At-risk,7.77,8.06
SEM3_0294,Brinda Kashyap,24,Female,MCA,3,70.95,7.11,59.2,15,0,Average,7.21,7.32
SEM3_0295,Abhimanyu Prakash,21,Male,MCA,3,58.94,6.53,99.2,20,0,Average,7.08,7.03
SEM3_0296,Ranbir Sabharwal,27,Male,MCA,3,59.9,6.11,85.4,18,0,Average,8.9,8.77
SEM3_0297,Rajeshri Rana,21,Male,MCA,3,68.45,6.91,67.9,22,0,Average,8.09,7.73
SEM3_0298,Zaid Gade,24,Female,MCA,3,88.1,9.05,79.2,18,0,Average,8.19,8.25
SEM3_0299,Madhavi Radhakrishnan,26,Male,MCA,3,85.04,8.1,74.2,10,1,Average,8.36,8.29
SEM3_0300,Thomas Lall,24,Male,MCA,3,84.71,8.14,66.1,13,4,At-risk,7.86,8.43
SEM3_0301,Fariq Sami,23,Female,MCA,3,65.32,7.06,79.2,19,0,Average,7.75,8.4
SEM3_0302,Wriddhish Varughese,26,Female,MCA,3,58.34,6.32,67.8,26,1,Average,7.41,7.01
SEM3_0303,Anita Mane,28,Female,MCA,3,66.34,5.88,63.3,11,3,At-risk,7.14,7.03
SEM3_0304,Amruta Sachar,23,Male,MCA,3,79.85,7.69,55.8,22,0,Excellent,8.71,9.01
SEM3_0305,Raghav Biswas,24,Male,MCA,3,65.88,6.3,89.5,14,3,At-risk,7.83,7.15
SEM3_0306,Qabil Deshpande,28,Female,MCA,3,72.17,7.24,82.4,25,0,Excellent,9.31,9.36
SEM3_0307,Bimala Choudhry,28,Female,MCA,3,61.16,6.14,74.4,19,0,Average,7.99,7.88
SEM3_0308,Tamanna Sethi,24,Female,MCA,3,69.29,6.9,73.7,22,1,Average,8.81,8.6
SEM3_0309,Anita Swamy,22,Female,MCA,3,71.47,7.55,75.1,25,0,Excellent,9.02,8.85
SEM3_0310,Raghav Nagi,23,Male,MCA,3,65.14,6.48,84.8,20,0,Average,7.72,7.45
SEM3_0311,Anirudh Doshi,23,Male,MCA,3,88.89,8.68,69.0,23,1,Average,7.94,7.57
SEM3_0312,Chandran Warrior,22,Male,MCA,3,89.26,8.27,79.7,18,3,At-risk,8.21,8.24
SEM3_0313,Anthony Grewal,21,Female,MCA,3,71.93,7.45,84.9,12,2,At-risk,6.54,6.41
SEM3_0314,Harsh Manda,22,Female,MCA,3,66.64,6.92,93.0,20,0,Excellent,7.78,7.6
SEM3_0315,Amruta Dass,22,Female,MCA,3,86.12,8.45,96.6,16,0,Average,8.75,8.82
SEM3_0316,Raksha Anand,23,Female,MCA,3,84.76,8.87,70.0,23,0,Excellent,8.41,8.64
SEM3_0317,Viraj Chana,24,Female,MCA,3,66.79,6.89,68.6,17,0,Average,8.13,8.09
SEM3_0318,Matthew Aurora,27,Male,MCA,3,83.42,8.33,91.4,17,3,At-risk,8.09,7.95
SEM3_0319,Wakeeta Kalla,24,Female,MCA,3,67.53,7.05,95.6,16,0,Average,7.92,8.28
SEM3_0320,Hema Salvi,21,Female,MCA,3,79.61,7.83,73.3,20,1,Average,8.23,8.59
SEM3_0321,Devika Tara,24,Female,MCA,3,68.46,6.82,85.7,25,0,Excellent,8.54,8.62
SEM3_0322,Kamya Sheth,25,Female,MCA,3,74.05,7.31,73.3,18,0,Average,7.67,7.52
SEM3_0323,Azad Narayanan,27,Male,MCA,3,87.21,9.16,67.6,17,0,Average,8.38,8.29
SEM3_0324,Faris Dhingra,21,Male,MCA,3,66.83,6.17,82.0,30,0,Excellent,8.3,8.24
SEM3_0325,Daksh Lata,22,Male,MCA,3,70.29,7.09,71.0,18,0,Average,7.45,7.32
SEM3_0326,Manya Bora,23,Male,MCA,3,58.37,6.28,100.0,25,1,Average,7.96,8.1
SEM3_0327,Upma Golla,24,Female,MCA,3,62.5,6.78,89.3,14,0,Average,7.38,7.73
SEM3_0328,Rehaan Krishna,25,Female,MCA,3,74.81,7.45,75.2,11,2,Average,7.65,7.61
SEM3_0329,Lakshmi Arora,25,Male,MCA,3,70.52,7.54,75.5,25,0,Excellent,7.83,8.59
SEM3_0330,Jairaj Kothari,24,Male,MCA,3,78.42,7.15,73.9,8,4,At-risk,8.03,7.24
SEM3_0331,Lekha Savant,26,Male,MCA,3,62.42,6.04,72.7,8,0,Average,6.85,7.08
SEM3_0332,Yug Bandi,27,Female,MCA,3,61.2,5.99,78.8,15,0,Average,6.77,6.81
SEM3_0333,Rushil Sharma,22,Female,MCA,3,56.64,6.59,66.6,26,0,Excellent,8.07,8.37
SEM3_0334,Girindra Verma,27,Male,MCA,3,72.14,6.63,87.2,19,0,Excellent,8.42,8.82
SEM3_0335,Sathvik Solanki,23,Female,MCA,3,68.81,6.96,77.3,22,1,Average,8.28,7.76
SEM3_0336,Lopa Muni,26,Female,MCA,3,71.75,7.36,99.6,15,0,Average,7.47,7.49
SEM3_0337,Ekantika Dutt,24,Male,MCA,3,83.61,8.15,79.1,19,0,Excellent,8.49,8.45
SEM3_0338,Brijesh Verma,28,Female,MCA,3,83.63,8.62,74.3,24,0,Excellent,8.39,8.76
SEM3_0339,Jason Kulkarni,22,Male,MCA,3,55.86,5.97,92.2,14,1,Average,7.07,7.38
SEM3_0340,Vasana Misra,27,Male,MCA,3,72.9,7.09,86.3,12,4,At-risk,7.48,7.22
SEM3_0341,Rushil Patel,22,Male,MCA,3,70.84,7.34,77.9,23,0,Excellent,8.97,9.06
SEM3_0342,Charles Kamdar,21,Male,MCA,3,76.44,7.26,87.0,17,0,Average,6.82,6.59
SEM3_0343,Isaiah Keer,23,Female,MCA,3,64.97,7.11,76.2,13,2,Average,7.45,6.91
SEM3_0344,Radha Nair,26,Female,MCA,3,68.55,6.57,71.9,20,1,Average,6.95,7.1
SEM3_0345,Alexander Ganesh,28,Male,MCA,3,63.65,7.04,83.4,17,1,Average,7.6,7.47
SEM3_0346,Anya Dar,22,Male,MCA,3,89.17,8.97,83.3,16,0,Average,7.23,7.45
SEM3_0347,Meghana Kibe,28,Female,MCA,3,80.5,7.55,98.2,26,0,Excellent,8.49,8.11
SEM3_0348,Aditya Basak,27,Male,MCA,3,76.96,7.88,90.3,15,0,Average,8.27,8.58
SEM3_0349,Vaishnavi Dubey,21,Female,MCA,3,75.56,8.36,78.5,22,2,Average,8.68,8.24
SEM3_0350,Kamya Chakraborty,22,Female,MCA,3,72.14,7.16,98.2,20,2,Average,9.5,9.63
SEM3_0351,Yuvraj Dugar,26,Female,MCA,3,63.95,6.3,77.1,23,0,Excellent,8.24,8.28
SEM3_0352,Xalak Chand,26,Female,MCA,3,73.29,7.39,92.8,20,0,Excellent,9.26,9.24
SEM3_0353,Hamsini Bhasin,21,Female,MCA,3,67.32,6.07,94.7,18,0,Average,8.7,8.37
SEM3_0354,Darpan Parekh,28,Male,MCA,3,72.74,6.86,96.7,17,2,Average,7.24,6.98
SEM3_0355,Mitesh Yadav,26,Female,MCA,3,74.08,8.05,85.4,18,0,Average,7.6,8.02
SEM3_0356,Hredhaan Dass,22,Female,MCA,3,83.09,8.02,73.9,13,1,Average,7.5,7.88
SEM3_0357,Vinaya Kaul,23,Male,MCA,3,71.52,7.21,70.9,18,0,Excellent,8.6,9.41
SEM3_0358,Edhitha Palan,25,Male,MCA,3,71.43,7.01,77.9,22,0,Excellent,8.06,8.26
SEM3_0359,Reva Hans,28,Female,MCA,3,76.0,7.29,86.0,26,2,Average,8.96,8.6
SEM3_0360,Ansh Purohit,23,Male,MCA,3,78.36,7.89,88.5,21,1,Average,7.72,7.67
SEM3_0361,Ishita Desai,27,Female,MCA,3,66.12,7.15,89.6,20,0,Excellent,9.25,9.5
SEM3_0362,Zashil Baral,22,Male,MCA,3,86.64,8.98,89.4,17,0,Average,7.47,7.7
SEM3_0363,Vedhika Sarma,26,Male,MCA,3,54.12,5.37,64.7,17,0,Average,7.08,7.18
SEM3_0364,Chaitaly Suri,27,Male,MCA,3,60.02,5.89,91.2,19,0,Average,7.87,8.03
SEM3_0365,Ranveer Grover,25,Male,MCA,3,70.93,7.11,59.1,20,0,Average,7.54,7.08
SEM3_0366,Ijaya Naik,22,Female,MCA,3,82.25,8.04,73.7,29,0,Excellent,7.85,8.2
SEM3_0367,Upadhriti Maharaj,22,Female,MCA,3,51.6,5.13,83.6,22,0,Average,7.65,7.53
SEM3_0368,Naveen Biswas,22,Female,MCA,3,76.08,7.97,80.1,25,2,Average,9.07,8.9
SEM3_0369,Mohammed Sengupta,23,Female,MCA,3,75.34,7.52,83.8,23,0,Excellent,8.61,9.43
SEM3_0370,Chakrika Lall,24,Male,MCA,3,61.03,5.69,87.5,19,2,Average,7.17,7.69
SEM3_0371,Jeevika Setty,28,Male,MCA,3,54.86,5.55,86.2,19,3,At-risk,6.9,6.31
SEM3_0372,Aadi Toor,27,Female,MCA,3,57.9,6.05,74.0,15,2,Average,7.45,6.9
SEM3_0373,Ladli Goyal,28,Male,MCA,3,76.33,7.74,78.6,27,1,Average,7.6,7.57
SEM3_0374,Anirudh Patla,21,Male,MCA,3,78.63,7.47,73.0,13,0,Average,7.37,7.97
SEM3_0375,William Nagi,28,Male,MCA,3,68.52,6.78,66.5,16,0,Average,7.72,7.43
SEM3_0376,Dev Yohannan,24,Male,MCA,3,63.62,6.32,100.0,22,0,Average,7.48,7.43
SEM3_0377,Lila Gupta,22,Female,MCA,3,65.83,6.37,89.6,15,1,Average,8.16,8.17
SEM3_0378,Widisha Dube,23,Male,MCA,3,86.62,8.28,67.8,23,0,Average,7.99,7.58
SEM3_0379,Barkha Naidu,27,Male,MCA,3,85.62,8.57,85.0,23,0,Excellent,8.43,8.11
SEM3_0380,Nimrat Nagy,22,Male,MCA,3,73.46,7.88,95.0,16,0,Average,8.19,7.83
SEM3_0381,Indrajit Char,26,Female,MCA,3,75.2,7.49,82.9,29,0,Excellent,9.35,9.36
SEM3_0382,Ekalinga Bassi,26,Male,MCA,3,60.29,6.48,91.0,13,4,At-risk,7.37,8.13
SEM3_0383,Kai Gokhale,21,Female,MCA,3,68.01,6.86,80.8,17,1,Average,7.48,7.64
SEM3_0384,Azad Jaggi,27,Female,MCA,3,92.09,9.01,71.8,20,1,Average,8.12,8.38
SEM3_0385,Hredhaan Sunder,24,Female,MCA,3,67.75,6.54,90.6,19,1,Average,8.13,8.05
SEM3_0386,Rehaan Chaudhary,22,Male,MCA,3,67.18,6.81,76.5,25,0,Excellent,8.46,8.75
SEM3_0387,Azad Rama,21,Female,MCA,3,70.59,6.77,88.7,20,0,Average,8.03,7.98
SEM3_0388,Vrishti Vora,21,Male,MCA,3,73.14,7.18,72.4,22,0,Average,7.19,7.57
SEM3_0389,Aahana Bawa,27,Female,MCA,3,78.81,7.6,75.9,17,0,Average,7.37,7.22
SEM3_0390,Jeevika Kant,23,Female,MCA,3,81.98,8.29,90.1,21,1,Average,8.69,9.07
SEM3_0391,Ekavir Arya,27,Male,MCA,3,81.06,8.17,73.7,14,1,Average,6.56,6.57
SEM3_0392,Sathvik Swamy,21,Male,MCA,3,74.99,7.62,70.7,26,0,Excellent,8.92,9.44
SEM3_0393,Fariq Sidhu,25,Female,MCA,3,85.77,8.3,76.1,20,0,Average,8.21,8.52
SEM3_0394,Darsh Patel,26,Female,MCA,3,72.75,6.79,77.7,21,0,Average,7.77,8.13
SEM3_0395,Ojasvi Pillay,21,Male,MCA,3,75.21,7.26,87.2,24,0,Excellent,7.76,8.37
SEM3_0396,Dalbir Lata,28,Male,MCA,3,78.13,7.63,87.3,22,1,Average,8.65,8.46
SEM3_0397,Banjeet Bobal,27,Male,MCA,3,85.1,7.93,65.8,20,1,Average,8.13,7.5
SEM3_0398,Daksha Brahmbhatt,28,Female,MCA,3,84.7,8.28,80.5,27,0,Excellent,8.6,9.1
SEM3_0399,Tarak Venkataraman,24,Female,MCA,3,76.75,7.95,81.8,27,0,Excellent,8.97,9.63
SEM3_0400,Gunbir Chaudhuri,25,Female,MCA,3,55.82,5.45,72.3,18,0,Average,8.16,8.16
SEM3_0401,Vihaan Wali,23,Female,MCA,3,86.45,9.2,78.7,13,1,Average,7.41,6.99
SEM3_0402,Lekha Gupta,27,Male,MCA,3,95.0,9.2,81.5,21,0,Excellent,8.74,8.27
SEM3_0403,Reyansh Vora,24,Female,MCA,3,82.19,8.85,84.0,14,3,At-risk,7.7,7.5
SEM3_0404,Yuvraj Gola,21,Male,MCA,3,78.5,8.33,79.6,16,0,Average,6.7,6.92
SEM3_0405,Ojasvi Cherian,27,Female,MCA,3,62.84,6.27,84.2,18,1,Average,8.86,9.12
SEM3_0406,Ishita Shanker,22,Female,MCA,3,83.02,8.47,87.2,17,0,Average,8.12,7.52
SEM3_0407,Prisha Chawla,25,Male,MCA,3,67.8,6.86,91.7,27,0,Excellent,8.95,8.38
SEM3_0408,Ojas Gole,22,Female,MCA,3,76.82,7.85,74.0,21,1,Average,8.3,8.07
SEM3_0409,Neelima Thaman,27,Male,MCA,3,51.85,5.44,95.2,19,1,Average,7.78,7.76
SEM3_0410,Geetika Dugar,24,Male,MCA,3,64.94,6.03,89.9,21,3,At-risk,8.09,7.57
SEM3_0411,Saanvi Pandey,24,Female,MCA,3,69.08,7.17,92.5,17,0,Average,7.96,8.05
SEM3_0412,Divya Nair,27,Male,MCA,3,76.64,7.44,86.3,20,0,Average,6.93,7.9
SEM3_0413,Kamya Sachar,25,Female,MCA,3,66.79,7.17,100.0,20,1,Average,8.2,7.88
SEM3_0414,Qushi Naik,26,Male,MCA,3,74.82,6.83,100.0,26,0,Average,7.84,7.47
SEM3_0415,Wridesh Kala,26,Male,MCA,3,62.71,6.22,95.8,22,1,Average,7.77,6.86
SEM3_0416,Keya Kumar,22,Male,MCA,3,70.71,6.31,83.9,22,0,Excellent,8.13,8.46
SEM3_0417,Jagvi Sethi,26,Male,MCA,3,69.25,6.92,83.6,20,0,Average,7.14,6.67
SEM3_0418,Sara Ranganathan,24,Male,MCA,3,85.37,8.31,96.8,16,2,Average,8.13,7.85
SEM3_0419,Aadi Banerjee,28,Male,MCA,3,89.45,8.41,67.9,8,3,At-risk,6.6,6.35
SEM3_0420,Bhavani Babu,22,Male,MCA,3,86.21,8.23,97.2,29,1,Excellent,9.06,9.39
SEM3_0421,Zarna Deshmukh,25,Male,MCA,3,56.27,5.57,97.4,16,0,Average,7.87,7.25
SEM3_0422,Chasmum Ahuja,23,Male,MCA,3,92.67,9.04,74.1,23,0,Excellent,9.06,9.06
SEM3_0423,Charita Kapadia,24,Female,MCA,3,71.78,7.44,76.7,17,0,Average,7.54,7.83
SEM3_0424,Tanish Murty,21,Male,MCA,3,58.43,5.53,61.3,14,3,At-risk,6.11,6.37
SEM3_0425,Anthony Majumdar,25,Male,MCA,3,63.66,6.34,90.4,23,1,Excellent,9.66,9.8
SEM3_0426,Yasti Dubey,25,Male,MCA,3,60.72,6.34,84.2,22,2,Average,8.53,8.12
SEM3_0427,Girindra Barad,27,Male,MCA,3,82.31,8.69,68.8,16,0,Average,8.37,8.17
SEM3_0428,Triveni Parekh,24,Female,MCA,3,89.9,9.02,81.7,14,0,Average,7.62,7.44
SEM3_0429,Nachiket Devi,21,Male,MCA,3,70.35,7.07,74.5,18,2,Average,8.12,8.04
SEM3_0430,Alka Peri,28,Male,MCA,3,65.07,5.99,95.6,14,0,Average,7.08,6.6
SEM3_0431,Zaid Kaul,24,Female,MCA,3,93.38,9.65,87.1,30,0,Excellent,9.29,9.8
SEM3_0432,Aahana Mital,21,Female,MCA,3,82.59,8.21,72.4,23,1,Average,7.54,7.63
SEM3_0433,George Ratta,21,Female,MCA,3,60.96,6.37,83.7,20,3,At-risk,7.75,7.73
SEM3_0434,Teerth Brahmbhatt,27,Female,MCA,3,68.76,7.48,94.9,22,1,Average,8.05,7.93
SEM3_0435,Ekta Subramanian,27,Female,MCA,3,58.92,5.26,67.8,17,1,Average,8.56,8.5
SEM3_0436,Oscar Sura,25,Female,MCA,3,65.74,7.08,78.9,18,1,Average,9.03,9.08
SEM3_0437,Girish Mital,23,Male,MCA,3,78.12,8.41,78.9,18,3,Average,8.69,8.8
SEM3_0438,Baljiwan Raj,27,Male,MCA,3,63.35,6.83,79.3,17,3,At-risk,7.42,7.92
SEM3_0439,Farhan Bhalla,28,Female,MCA,3,88.94,9.19,81.9,29,1,Excellent,8.74,8.36
SEM3_0440,Gaurika Pall,22,Male,MCA,3,80.81,7.84,84.4,18,2,Average,7.79,8.03
SEM3_0441,Radha Saha,24,Female,MCA,3,65.19,6.2,78.6,24,0,Excellent,7.53,8.35
SEM3_0442,Jai Karan,23,Male,MCA,3,81.68,8.33,83.8,24,0,Average,8.18,7.78
SEM3_0443,Advay Raja,23,Female,MCA,3,79.48,7.84,85.4,30,0,Excellent,8.24,7.97
SEM3_0444,Chatura Mody,25,Female,MCA,3,80.87,8.57,76.1,12,4,At-risk,7.07,7.92
SEM3_0445,Benjamin Nagar,23,Male,MCA,3,65.76,6.82,59.3,25,2,Average,7.47,7.42
SEM3_0446,Mason Narain,25,Male,MCA,3,80.45,8.32,95.3,24,1,Average,8.45,8.35
SEM3_0447,Yadavi Kant,21,Female,MCA,3,69.9,7.53,68.0,21,0,Average,7.78,7.32
SEM3_0448,Michael Bedi,22,Female,MCA,3,63.12,6.22,90.3,25,0,Excellent,8.89,8.78
SEM3_0449,Maya Sehgal,27,Male,MCA,3,73.06,7.03,87.7,13,3,At-risk,7.82,7.91
SEM3_0450,Yamini Chana,27,Female,MCA,3,88.55,8.56,95.9,20,0,Average,7.62,7.46
SEM3_0451,Tristan Sankaran,25,Male,MCA,3,70.91,6.41,86.2,26,0,Excellent,8.26,8.51
SEM3_0452,Bimala Ramesh,21,Male,MCA,3,79.68,8.16,83.6,14,3,At-risk,6.52,6.6
SEM3_0453,Manbir Deo,25,Female,MCA,3,70.1,6.76,66.4,17,0,Average,7.33,6.86
SEM3_0454,Gayathri Butala,24,Male,MCA,3,81.78,8.74,81.2,19,1,Average,7.67,7.66
SEM3_0455,Vamakshi Bawa,28,Female,MCA,3,65.11,6.89,72.2,7,3,At-risk,7.08,6.75
SEM3_0456,Mohini Lala,23,Male,MCA,3,84.69,8.35,89.5,15,4,At-risk,7.8,7.41
SEM3_0457,Frederick Rastogi,27,Male,MCA,3,80.25,8.13,84.4,18,1,Average,8.14,8.17
SEM3_0458,Yachana Saraf,27,Female,MCA,3,63.99,6.94,89.1,17,0,Average,8.45,8.36
SEM3_0459,Kalpit Deshmukh,26,Male,MCA,3,92.32,9.47,77.3,27,2,Average,9.8,9.8
SEM3_0460,Vasana Hora,21,Female,MCA,3,78.17,7.52,97.0,10,2,Average,8.16,8.92
SEM3_0461,Vinaya Rana,26,Female,MCA,3,88.43,8.82,77.1,25,0,Excellent,8.73,9.03
SEM3_0462,Rohan Viswanathan,21,Male,MCA,3,85.52,8.52,82.6,14,2,At-risk,6.82,6.05
SEM3_0463,Yatin Kibe,22,Male,MCA,3,72.44,7.29,99.7,15,3,At-risk,7.67,7.8
SEM3_0464,Ekbal Lata,25,Male,MCA,3,88.84,8.83,65.6,25,0,Excellent,9.67,9.69
SEM3_0465,Qushi Naik,23,Female,MCA,3,68.01,6.94,94.3,18,1,Average,6.96,6.4
SEM3_0466,Gaurav Chowdhury,26,Female,MCA,3,60.87,5.95,82.6,21,3,At-risk,8.15,7.48
SEM3_0467,Odika Sampath,26,Female,MCA,3,86.02,8.75,81.3,21,0,Excellent,8.01,8.71
SEM3_0468,Jasmit Pall,21,Female,MCA,3,82.09,8.2,88.3,23,0,Average,8.15,7.66
SEM3_0469,Rayaan Nagi,26,Male,MCA,3,65.95,6.4,68.0,24,0,Average,8.11,8.04
SEM3_0470,Hemangini Bajwa,25,Male,MCA,3,70.37,6.67,83.7,20,1,Average,7.61,7.14
SEM3_0471,Dalaja Gara,25,Female,MCA,3,72.51,6.97,81.9,25,2,Average,8.74,9.2
SEM3_0472,Inaya Sathe,26,Male,MCA,3,74.52,7.5,74.6,20,0,Excellent,9.41,9.8
SEM3_0473,Madhav Sastry,27,Female,MCA,3,79.04,7.78,69.9,30,0,Excellent,9.26,9.27
SEM3_0474,Chaitanya Kaur,28,Female,MCA,3,63.0,6.01,89.8,11,2,At-risk,6.35,6.81
SEM3_0475,Ryan Prakash,23,Female,MCA,3,60.55,6.13,88.7,13,1,Average,7.42,7.61
SEM3_0476,Nachiket Chada,24,Male,MCA,3,91.65,9.26,90.1,17,0,Average,8.63,9.17
SEM3_0477,Isaiah Bhagat,25,Female,MCA,3,84.84,8.32,80.8,19,1,Average,8.35,8.51
SEM3_0478,Xavier Divan,26,Male,MCA,3,78.51,7.98,85.7,28,0,Excellent,8.42,8.44
SEM3_0479,Bhavna Atwal,23,Female,MCA,3,68.9,7.19,95.3,26,0,Excellent,8.1,8.29
SEM3_0480,Hemal Choudhry,28,Female,MCA,3,84.61,8.87,73.8,24,0,Average,7.96,7.85
SEM3_0481,Dalaja Sengupta,23,Male,MCA,3,74.13,7.21,89.2,26,2,Average,8.18,8.37
SEM3_0482,Urishilla Bajaj,24,Male,MCA,3,87.18,9.15,69.7,18,2,Average,8.23,8.33
SEM3_0483,Garima Kadakia,21,Female,MCA,3,91.95,8.96,63.9,14,2,Average,8.6,8.44
SEM3_0484,Siddharth Jani,26,Female,MCA,3,92.01,9.27,93.1,22,3,Average,8.83,8.3
SEM3_0485,Aarna Subramanian,23,Male,MCA,3,59.51,6.27,68.5,14,2,Average,7.04,7.7
SEM3_0486,Lohit Badami,24,Male,MCA,3,64.22,5.83,75.5,29,1,Average,8.11,7.92
SEM3_0487,Krisha Vyas,26,Female,MCA,3,69.22,6.47,87.9,25,0,Average,8.0,7.76
SEM3_0488,Caleb Kumer,25,Male,MCA,3,56.77,5.8,63.7,24,0,Excellent,8.6,8.94
SEM3_0489,Onkar Bhasin,28,Male,MCA,3,86.55,9.0,76.3,20,0,Average,8.18,7.86
SEM3_0490,Bhanumati Iyer,28,Male,MCA,3,61.44,6.41,69.5,21,0,Average,6.71,7.19
SEM3_0491,Anika Bera,25,Female,MCA,3,64.22,5.98,76.1,15,2,Average,7.03,6.7
SEM3_0492,Udyati Anand,24,Female,MCA,3,83.28,8.57,72.2,21,0,Average,8.11,8.39
SEM3_0493,Ekalinga Rama,23,Male,MCA,3,58.64,5.56,91.0,23,2,Average,7.79,8.04
SEM3_0494,Anika Parsa,26,Female,MCA,3,69.92,7.55,78.4,22,0,Excellent,8.38,8.94
SEM3_0495,Hritik Bahl,28,Male,MCA,3,66.16,7.08,59.6,24,0,Average,7.74,7.38
SEM3_0496,Brinda Raju,26,Male,MCA,3,63.51,6.84,62.4,26,0,Excellent,9.64,9.8
SEM3_0497,Vihaan Rai,22,Male,MCA,3,64.52,6.3,67.9,19,0,Average,6.83,6.86
