student_id,student_name,age,gender,course,semester,ug_percentage,ug_cgpa,attendance_percent,internal_score,backlogs,performance,sem1_sgpa,sem2_sgpa,sem3_sgpa
SEM4_0232,Ekaraj Soni,24,Male,MCA,4,65.09,6.48,77.1,16,0,Average,7.71,7.83,7.75
SEM4_0233,Jhalak Gola,25,Female,MCA,4,69.82,7.39,82.2,13,4,At-risk,6.33,6.85,7.17
SEM4_0234,Agastya Swamy,26,Female,MCA,4,74.33,7.76,94.0,13,3,At-risk,7.59,6.86,6.84
SEM4_0235,Henry Randhawa,21,Female,MCA,4,65.46,5.89,77.5,19,0,Average,8.36,7.85,7.27
SEM4_0236,Raksha Virk,22,Male,MCA,4,63.07,6.03,73.6,19,1,Average,7.66,7.82,8.19
SEM4_0237,Frederick Dar,28,Male,MCA,4,72.4,7.19,79.4,21,1,Average,7.44,7.76,8.03
SEM4_0238,Luke Rana,21,Female,MCA,4,95.0,9.8,74.0,19,0,Average,7.58,7.43,7.36
SEM4_0239,Nandini Chaudry,27,Male,MCA,4,69.63,6.94,79.1,23,1,Average,8.82,8.7,8.27
SEM4_0240,Om Bhattacharyya,25,Male,MCA,4,48.17,4.93,95.0,11,0,Average,7.57,6.88,6.65
SEM4_0241,Januja Issac,22,Male,MCA,4,49.01,5.34,64.2,16,1,Average,7.07,6.52,7.1
SEM4_0242,Hamsini Iyer,22,Male,MCA,4,69.9,7.18,75.7,19,0,Average,7.98,7.59,7.55
SEM4_0243,Netra Das,24,Female,MCA,4,59.97,6.09,74.4,23,0,Average,8.47,8.16,7.68
SEM4_0244,Viraj Samra,22,Female,MCA,4,60.82,5.53,66.7,17,1,Average,7.61,7.45,7.3
SEM4_0245,Xalak Mallick,21,Female,MCA,4,84.45,8.62,70.3,21,0,Excellent,8.5,8.93,9.56
SEM4_0246,Anjali Ratta,25,Female,MCA,4,79.66,8.41,66.1,15,4,At-risk,7.55,7.06,7.11
SEM4_0247,Ishani Soni,25,Male,MCA,4,65.16,6.48,97.4,11,1,Average,6.62,6.51,6.1
SEM4_0248,Nidhi Sundaram,26,Male,MCA,4,72.65,7.6,88.6,28,2,Average,7.7,8.04,7.85
SEM4_0249,Yasti Mallick,27,Female,MCA,4,87.44,9.26,95.0,17,0,Average,7.46,8.16,8.42
SEM4_0250,Manan Sha,27,Female,MCA,4,63.1,6.36,80.5,17,0,Average,7.32,6.37,6.18
SEM4_0251,Hritik Das,21,Female,MCA,4,64.42,6.63,75.5,18,2,Average,7.39,7.34,7.22
SEM4_0252,Zashil Suri,28,Male,MCA,4,65.47,6.44,72.8,18,2,Average,7.31,7.23,6.92
SEM4_0253,Widisha Kashyap,26,Female,MCA,4,59.72,5.98,73.7,24,0,Excellent,8.01,8.47,8.14
SEM4_0254,Krish Balan,27,Female,MCA,4,83.06,8.21,90.1,14,3,Average,8.67,9.31,9.8
SEM4_0255,Hardik Bera,23,Male,MCA,4,75.68,8.16,100.0,24,0,Average,7.83,7.18,7.84
SEM4_0256,Ekansh Tara,27,Female,MCA,4,91.12,9.33,85.9,19,3,At-risk,7.31,7.29,7.2
SEM4_0257,Avi Gola,21,Female,MCA,4,80.55,7.26,92.1,21,0,Average,7.62,6.88,7.19
SEM4_0258,Lavanya Narain,23,Female,MCA,4,75.3,7.88,84.4,24,0,Average,7.57,7.18,7.22
SEM4_0259,Michael Mitter,26,Female,MCA,4,72.77,7.02,69.7,20,0,Average,7.6,7.65,7.62
SEM4_0260,Gopal Bose,23,Female,MCA,4,66.51,6.79,93.8,16,0,Average,7.16,6.84,7.09
SEM4_0261,Zinal Tailor,24,Female,MCA,4,62.6,6.46,89.8,18,0,Average,7.37,7.14,7.0
SEM4_0262,Unnati Jaggi,25,Male,MCA,4,84.52,9.03,73.1,19,0,Excellent,7.99,8.48,9.31
SEM4_0263,Chaaya Tank,24,Male,MCA,4,74.36,7.25,78.3,14,3,At-risk,8.07,7.7,7.93
SEM4_0264,Vritti Thaman,28,Female,MCA,4,73.47,7.43,72.2,18,0,Average,7.58,8.43,8.05
SEM4_0265,Advika Oza,21,Male,MCA,4,71.44,6.95,73.9,23,0,Excellent,7.96,7.76,8.01
SEM4_0266,Andrew Balay,25,Male,MCA,4,69.2,6.86,76.2,21,0,Excellent,8.12,8.46,8.63
SEM4_0267,Qushi Dani,24,Male,MCA,4,81.15,8.49,77.1,20,2,Average,8.5,8.14,8.25
SEM4_0268,Leela Sengupta,22,Male,MCA,4,77.54,8.01,84.5,16,0,Average,7.64,7.37,7.21
SEM4_0269,Divya Puri,21,Male,MCA,4,72.68,7.1,81.7,22,0,Average,6.8,6.7,6.28
SEM4_0270,Saanvi Sharaf,22,Female,MCA,4,71.42,7.13,85.4,26,0,Excellent,8.64,8.5,8.38
SEM4_0271,Balendra Bali,21,Male,MCA,4,58.79,6.0,72.5,20,0,Average,7.09,6.88,6.91
SEM4_0272,Peter Mitter,21,Male,MCA,4,50.12,5.23,64.6,24,1,Average,7.66,8.44,7.57
SEM4_0273,Nitesh Swamy,22,Female,MCA,4,76.55,7.28,84.0,23,0,Excellent,8.49,8.58,8.99
SEM4_0274,Raagini Desai,22,Female,MCA,4,69.58,7.19,81.4,8,3,At-risk,6.55,6.76,7.01
SEM4_0275,Devika Ramachandran,25,Female,MCA,4,73.48,7.24,81.6,18,0,Excellent,8.2,8.54,8.27
SEM4_0276,Vinaya Choudhary,22,Female,MCA,4,85.12,8.19,74.0,26,0,Excellent,9.78,9.8,9.8
SEM4_0277,Vritti Zacharia,25,Female,MCA,4,50.54,4.65,81.8,12,3,At-risk,6.85,6.85,7.36
SEM4_0278,Upma Soni,23,Female,MCA,4,69.66,6.92,68.2,18,0,Average,6.89,7.06,6.77
SEM4_0279,Naksh Toor,22,Female,MCA,4,70.38,7.12,71.6,7,3,At-risk,8.54,7.91,8.59
SEM4_0280,Daksh Raman,21,Female,MCA,4,72.36,7.5,68.8,28,1,Excellent,8.79,8.77,9.12
SEM4_0281,Adya Talwar,24,Female,MCA,4,56.25,5.56,87.9,23,0,Average,7.46,7.3,7.49
SEM4_0282,Krishna Pandit,25,Female,MCA,4,76.04,7.67,86.7,22,0,Excellent,8.69,8.31,8.38
SEM4_0283,Bhavani Nagi,24,Male,MCA,4,82.07,8.33,85.2,20,0,Excellent,8.63,8.61,8.79
SEM4_0284,Darsh Bala,22,Female,MCA,4,80.54,7.39,81.4,24,0,Excellent,8.53,8.11,8.81
SEM4_0285,Chakradev Dave,24,Female,MCA,4,70.11,6.78,57.2,15,0,Average,6.54,6.03,5.76
SEM4_0286,Jeevika Palla,28,Female,MCA,4,70.11,7.36,83.0,17,0,Average,8.22,7.82,7.56
SEM4_0287,Avi Om,22,Male,MCA,4,66.27,6.36,100.0,23,0,Average,7.31,7.45,6.73
SEM4_0288,Lajita Chatterjee,27,Male,MCA,4,78.13,8.11,93.5,20,0,Average,8.72,8.37,8.28
SEM4_0289,Priya Pai,28,Female,MCA,4,60.26,6.14,65.1,20,0,Average,8.28,8.2,7.83
SEM4_0290,Ishanvi Sabharwal,28,Female,MCA,4,78.58,8.04,69.2,18,1,Average,7.38,7.4,7.05
SEM4_0291,Indali Bhalla,26,Female,MCA,4,81.07,7.44,93.2,14,2,Average,6.95,7.04,7.18
SEM4_0292,Yash Kota,23,Male,MCA,4,64.62,6.36,79.7,25,0,Average,8.22,7.79,7.62
SEM4_0293,Wahab Muni,22,Male,MCA,4,73.59,7.65,89.9,28,0,Excellent,9.8,9.55,9.09
SEM4_0294,Frado Bhatti,21,Male,MCA,4,83.23,8.39,71.4,14,1,Average,7.06,6.87,6.73
SEM4_0295,Dalaja Contractor,21,Female,MCA,4,84.1,8.86,80.6,20,0,Excellent,8.51,8.97,9.25
SEM4_0296,Geetika Gara,27,Female,MCA,4,79.05,8.36,77.6,27,1,Excellent,8.79,8.83,8.95
SEM4_0297,Anmol Yohannan,26,Female,MCA,4,79.77,8.22,81.3,26,0,Excellent,9.8,9.8,9.22
SEM4_0298,Eshana Barad,27,Female,MCA,4,79.9,7.76,79.0,18,0,Excellent,8.35,8.85,9.47
SEM4_0299,Triveni Sami,23,Female,MCA,4,54.02,4.92,76.8,21,0,Average,7.4,7.53,7.15
SEM4_0300,Yutika Sama,24,Female,MCA,4,70.08,7.19,79.1,25,0,Excellent,7.56,7.65,7.66
SEM4_0301,Amara Bahri,26,Female,MCA,4,87.87,8.29,86.8,15,0,Average,6.57,7.31,6.71
SEM4_0302,Upasna Bains,21,Female,MCA,4,79.01,8.13,77.4,22,0,Average,7.8,7.94,8.11
SEM4_0303,Edhitha Purohit,24,Male,MCA,4,55.89,5.96,89.2,21,2,Average,8.58,9.05,8.75
SEM4_0304,Madhavi Naidu,27,Male,MCA,4,62.97,6.55,88.1,18,1,Average,7.46,8.48,8.06
SEM4_0305,Guneet Suresh,28,Female,MCA,4,70.98,7.58,95.7,17,0,Average,6.8,6.77,6.31
SEM4_0306,Harish Jha,21,Male,MCA,4,57.99,5.92,71.1,21,1,Average,7.91,8.4,8.61
SEM4_0307,Gayathri Taneja,26,Female,MCA,4,76.13,7.22,72.0,18,0,Average,7.25,7.27,7.42
SEM4_0308,Yadavi Nori,22,Female,MCA,4,80.97,8.15,79.9,15,4,At-risk,7.08,6.5,6.66
SEM4_0309,Ojas Mistry,22,Female,MCA,4,83.11,8.01,78.8,20,1,Average,8.71,8.82,8.17
SEM4_0310,Januja Sarin,24,Female,MCA,4,76.14,8.21,100.0,22,0,Average,7.51,6.72,6.88
SEM4_0311,Saksham Taneja,28,Male,MCA,4,67.85,7.04,72.6,25,1,Excellent,8.42,8.9,8.99
SEM4_0312,Faqid Wason,28,Female,MCA,4,65.56,6.65,82.7,18,0,Average,7.44,7.26,6.74
SEM4_0313,Tanish Mani,22,Male,MCA,4,71.04,7.19,72.4,21,1,Average,7.25,6.36,6.06
SEM4_0314,Alka Batta,27,Female,MCA,4,79.58,8.28,95.3,15,4,At-risk,6.9,6.67,6.92
SEM4_0315,Chameli Ratti,22,Male,MCA,4,72.87,7.43,75.7,22,1,Average,8.44,8.97,8.66
SEM4_0316,Upkaar Chanda,26,Female,MCA,4,70.76,6.69,86.5,17,1,Average,8.12,8.24,8.26
SEM4_0317,Girish Nayar,27,Female,MCA,4,69.66,6.68,95.1,20,0,Average,8.56,8.25,8.13
SEM4_0318,Anjali Bhavsar,23,Female,MCA,4,77.78,7.68,74.3,22,0,Average,8.16,7.93,8.01
SEM4_0319,Vaishnavi Sane,28,Male,MCA,4,56.57,6.11,70.1,15,3,At-risk,7.56,8.09,7.8
SEM4_0320,Shaurya Palan,28,Male,MCA,4,73.82,7.72,70.1,17,0,Average,7.45,8.3,8.32
SEM4_0321,Faraj Mittal,21,Male,MCA,4,73.03,7.2,69.7,27,0,Excellent,8.84,9.35,9.03
SEM4_0322,Yamini Mital,24,Male,MCA,4,84.82,8.37,53.4,28,0,Excellent,8.23,7.99,8.35
SEM4_0323,Rachita Zacharia,21,Male,MCA,4,67.49,6.8,70.6,12,2,Average,7.69,6.92,7.33
SEM4_0324,Dhriti Iyengar,26,Male,MCA,4,64.28,6.17,79.8,22,0,Average,7.15,6.22,6.03
SEM4_0325,Oeshi Ratti,23,Male,MCA,4,88.8,9.05,67.2,17,0,Average,8.02,8.66,8.74
SEM4_0326,Zayan Varma,24,Male,MCA,4,76.75,7.75,76.2,15,2,Average,7.65,7.86,8.02
SEM4_0327,Sudiksha Gole,22,Male,MCA,4,80.39,7.96,73.6,16,0,Average,7.92,8.08,8.48
SEM4_0328,Anirudh Varty,28,Female,MCA,4,65.91,6.38,88.1,30,2,Average,7.69,7.01,6.87
SEM4_0329,Rachit Tata,26,Female,MCA,4,92.19,9.58,75.3,12,2,Average,7.71,6.96,7.61
SEM4_0330,Tanay Sibal,27,Female,MCA,4,74.42,7.46,87.5,21,0,Excellent,8.06,8.98,8.9
SEM4_0331,Amrita Walia,26,Male,MCA,4,78.71,7.61,97.8,21,0,Excellent,9.47,9.27,9.8
SEM4_0332,Radha Bhasin,28,Female,MCA,4,74.24,7.66,75.1,18,2,Average,7.48,7.03,6.83
SEM4_0333,Sai Patla,24,Male,MCA,4,49.5,4.73,76.0,28,0,Average,7.31,7.01,7.2
SEM4_0334,Turvi Divan,23,Female,MCA,4,78.33,7.77,60.0,18,2,Average,8.26,8.02,7.88
SEM4_0335,Wridesh Dora,23,Male,MCA,4,62.85,6.51,92.4,19,0,Excellent,8.93,9.37,8.46
SEM4_0336,Charita Saran,25,Male,MCA,4,62.14,6.91,67.8,22,1,Average,7.34,7.24,7.31
SEM4_0337,Nirja Nagar,28,Male,MCA,4,63.07,6.98,92.0,27,0,Excellent,8.66,9.11,8.84
SEM4_0338,Devansh Jani,27,Female,MCA,4,56.94,5.28,84.9,19,0,Average,7.32,8.03,8.47
SEM4_0339,Nitara Loke,28,Male,MCA,4,73.55,7.04,89.6,10,1,Average,7.13,7.59,7.37
SEM4_0340,Bhavini Dyal,27,Female,MCA,4,89.73,9.05,89.5,17,0,Excellent,8.98,8.6,8.74
SEM4_0341,Aahana Keer,26,Male,MCA,4,76.15,8.45,83.2,21,0,Average,8.05,7.28,7.44
SEM4_0342,Nidra Khare,24,Male,MCA,4,85.41,8.73,81.2,17,0,Excellent,8.27,8.91,8.87
SEM4_0343,Ishaan Doctor,25,Male,MCA,4,68.99,6.37,77.5,20,0,Average,8.08,8.11,7.48
SEM4_0344,Rehaan Bala,28,Female,MCA,4,84.19,8.58,85.1,26,0,Excellent,7.96,7.8,7.95
SEM4_0345,Yatan Mukherjee,26,Female,MCA,4,83.79,8.72,93.9,16,1,Average,8.36,8.28,7.98
SEM4_0346,Ucchal Sunder,22,Female,MCA,4,83.12,8.5,78.4,25,0,Excellent,7.56,7.61,7.92
SEM4_0347,Rajata Sami,22,Female,MCA,4,58.87,5.95,69.6,26,0,Excellent,8.16,8.31,8.01
SEM4_0348,Balhaar Jaggi,28,Male,MCA,4,80.07,7.97,78.7,23,1,Average,8.75,8.17,8.24
SEM4_0349,Nathaniel Mahajan,27,Female,MCA,4,64.99,6.9,79.9,20,0,Average,7.35,6.98,7.18
SEM4_0350,Laban Balakrishnan,24,Female,MCA,4,76.35,7.62,69.1,22,0,Average,7.64,7.61,8.13
SEM4_0351,Aarna Mall,21,Female,MCA,4,60.41,6.36,81.9,30,1,Excellent,9.32,9.44,9.49
SEM4_0352,Patrick Basak,22,Female,MCA,4,61.76,5.98,87.4,16,0,Average,6.44,6.44,6.06
SEM4_0353,Vedika Bahri,28,Female,MCA,4,57.24,5.68,75.5,14,0,Average,6.76,7.04,6.5
SEM4_0354,Christopher Chacko,25,Female,MCA,4,69.92,7.59,84.3,21,0,Excellent,9.15,9.27,9.09
SEM4_0355,Dipta Misra,21,Male,MCA,4,78.88,7.8,81.8,23,0,Average,7.23,7.36,6.87
SEM4_0356,Devansh Ray,25,Male,MCA,4,72.4,7.66,92.0,22,0,Average,6.6,5.79,6.1
SEM4_0357,Januja Chana,22,Male,MCA,4,61.48,6.73,84.0,17,0,Average,7.56,7.34,7.31
SEM4_0358,Mekhala Dey,27,Male,MCA,4,68.64,7.3,90.0,26,0,Excellent,9.47,9.8,9.8
SEM4_0359,Warinder Choudhury,21,Male,MCA,4,59.75,6.26,96.5,17,0,Excellent,9.15,8.75,8.76
SEM4_0360,Xiti Dara,27,Female,MCA,4,71.28,6.9,90.3,11,3,At-risk,7.63,7.65,8.04
SEM4_0361,Zayan Taneja,26,Female,MCA,4,94.11,9.65,83.3,20,0,Average,7.92,7.81,7.73
SEM4_0362,Gautam Khanna,26,Female,MCA,4,81.13,7.68,67.9,18,0,Average,8.11,8.31,8.48
SEM4_0363,Jason Munshi,26,Male,MCA,4,79.4,8.05,81.4,23,1,Average,8.61,8.99,8.68
SEM4_0364,Forum Ramakrishnan,28,Male,MCA,4,77.08,7.96,83.8,25,1,Excellent,8.11,8.57,8.97
SEM4_0365,Warinder Sampath,23,Male,MCA,4,75.21,8.01,54.4,19,2,Average,7.48,7.64,7.57
SEM4_0366,Tejas Dhawan,22,Female,MCA,4,69.61,6.78,61.3,12,0,Average,6.85,6.56,6.2
SEM4_0367,Hredhaan Gill,25,Male,MCA,4,72.56,7.63,57.3,17,0,Average,7.09,7.16,6.64
SEM4_0368,Tanish Maharaj,26,Female,MCA,4,89.62,9.43,84.5,18,0,Average,7.89,7.63,7.57
SEM4_0369,Ria Rege,28,Female,MCA,4,74.42,7.53,71.4,20,0,Average,7.56,7.54,7.56
SEM4_0370,Aachal Bhalla,24,Female,MCA,4,75.29,7.6,77.9,22,0,Average,7.71,7.87,7.85
SEM4_0371,Vritti Walla,24,Male,MCA,4,84.52,8.54,77.7,15,0,Average,6.96,6.45,6.46
SEM4_0372,Kavya Chowdhury,22,Male,MCA,4,76.31,7.54,68.9,15,0,Average,8.12,7.76,8.45
SEM4_0373,Edhitha Sampath,21,Female,MCA,4,78.27,7.73,77.1,12,2,At-risk,7.14,6.74,6.48
SEM4_0374,Vaishnavi Koshy,25,Male,MCA,4,75.24,7.74,86.3,23,0,Average,7.88,7.88,7.83
SEM4_0375,Arunima Dhillon,21,Female,MCA,4,71.94,6.8,76.9,30,0,Excellent,8.61,9.43,9.05
SEM4_0376,Janani Soman,26,Female,MCA,4,79.74,7.98,67.4,13,1,Average,6.95,7.86,7.76
SEM4_0377,Jhalak Morar,26,Female,MCA,4,71.56,7.44,80.4,19,0,Average,7.82,7.51,7.51
SEM4_0378,Ansh Banerjee,26,Female,MCA,4,59.87,6.14,71.5,16,1,Average,7.01,6.8,6.86
SEM4_0379,Chatura Khatri,27,Male,MCA,4,74.46,7.5,82.7,22,2,Average,8.14,7.53,7.89
SEM4_0380,Zehaan Rajagopalan,26,Female,MCA,4,64.28,6.89,75.1,30,0,Excellent,9.21,8.32,8.58
SEM4_0381,Dayamai Patil,22,Female,MCA,4,75.38,7.71,75.2,21,1,Average,7.66,7.52,7.21
SEM4_0382,Jairaj Warrior,24,Female,MCA,4,55.12,6.29,73.1,16,1,Average,8.0,8.28,8.13
SEM4_0383,Warjas Savant,25,Female,MCA,4,78.09,7.63,93.3,20,0,Excellent,9.29,8.68,8.81
SEM4_0384,Lipika Anand,27,Male,MCA,4,81.78,8.0,82.9,24,1,Average,8.03,7.54,7.05
SEM4_0385,Maya Kumer,25,Female,MCA,4,65.58,6.79,57.3,20,0,Average,7.41,7.77,7.97
SEM4_0386,Charvi Chana,24,Male,MCA,4,71.94,6.68,79.4,13,2,Average,8.1,8.04,7.67
SEM4_0387,Warinder Mishra,26,Female,MCA,4,68.36,6.69,71.8,15,0,Average,6.41,6.98,6.64
SEM4_0388,Shivansh Dyal,25,Female,MCA,4,66.13,6.62,68.8,22,1,Average,7.8,7.69,8.06
SEM4_0389,Reva Nadig,27,Male,MCA,4,71.25,6.57,85.6,26,1,Average,8.63,8.24,8.25
SEM4_0390,Niharika Bandi,21,Male,MCA,4,81.55,7.76,93.3,20,0,Average,8.82,7.75,7.75
SEM4_0391,Anusha Buch,22,Female,MCA,4,82.99,8.1,82.3,16,0,Average,7.69,7.72,7.62
SEM4_0392,Vyanjana Sinha,21,Male,MCA,4,52.66,5.11,97.5,25,0,Excellent,7.93,8.03,8.33
SEM4_0393,Nitara Natarajan,22,Female,MCA,4,48.0,4.5,84.2,21,0,Excellent,8.36,8.71,7.89
SEM4_0394,Pahal Chaudhry,24,Male,MCA,4,62.48,6.22,64.2,29,2,Average,8.28,8.39,9.0
SEM4_0395,Naveen Lal,23,Female,MCA,4,64.59,6.27,78.0,23,2,Average,8.39,8.2,8.38
SEM4_0396,Yashawini Bhatti,21,Male,MCA,4,57.81,5.39,82.5,26,0,Average,7.5,7.28,7.5
SEM4_0397,Indira Salvi,27,Male,MCA,4,70.72,7.22,88.1,12,3,At-risk,7.2,7.29,6.77
SEM4_0398,Eta Setty,23,Female,MCA,4,68.11,6.26,63.6,17,2,Average,7.82,8.1,8.68
SEM4_0399,Ayaan Ben,22,Female,MCA,4,57.56,5.97,61.1,13,3,At-risk,6.64,7.32,6.95
SEM4_0400,Qarin Sawhney,24,Female,MCA,4,80.83,8.09,90.0,27,0,Excellent,8.69,8.28,9.12
SEM4_0401,Laban Aggarwal,24,Male,MCA,4,93.08,9.57,83.5,19,0,Excellent,8.74,8.76,8.57
SEM4_0402,Nandini Iyengar,22,Male,MCA,4,83.51,7.73,80.3,22,2,Average,8.5,8.26,8.48
SEM4_0403,Dalaja Murthy,24,Male,MCA,4,77.86,7.42,86.9,18,2,Average,8.0,7.69,7.75
SEM4_0404,Fitan Choudhry,26,Female,MCA,4,92.53,9.56,61.5,20,3,At-risk,7.37,7.04,6.72
SEM4_0405,Nakul Krish,25,Male,MCA,4,75.45,7.26,83.3,15,4,At-risk,6.91,7.17,7.32
SEM4_0406,Zaitra De,27,Male,MCA,4,83.83,8.44,100.0,13,3,At-risk,7.73,7.38,7.71
SEM4_0407,Nirja Nagarajan,25,Female,MCA,4,89.0,8.78,91.4,22,0,Excellent,8.59,9.05,9.11
SEM4_0408,Siya Sridhar,25,Male,MCA,4,71.76,6.99,92.7,26,0,Excellent,8.85,9.43,9.31
SEM4_0409,Kiaan Lad,24,Female,MCA,4,66.48,6.35,73.4,22,0,Average,7.54,7.07,6.9
SEM4_0410,Oscar Narang,27,Male,MCA,4,61.47,6.0,69.3,16,1,Average,7.13,6.41,7.27
SEM4_0411,Baghyawati Issac,27,Male,MCA,4,58.17,6.38,97.0,21,0,Excellent,8.67,8.6,8.65
SEM4_0412,Frado Sachdeva,22,Male,MCA,4,72.43,7.02,95.4,21,1,Excellent,8.63,9.19,9.15
SEM4_0413,Jhalak Gopal,22,Male,MCA,4,65.32,6.71,92.8,10,3,At-risk,6.7,7.03,7.16
SEM4_0414,Maya Purohit,26,Male,MCA,4,75.21,7.73,83.1,15,0,Average,7.6,6.83,7.2
SEM4_0415,Udarsh Bail,27,Male,MCA,4,77.46,7.99,66.1,21,2,Average,7.82,8.36,8.86
SEM4_0416,Arin Karnik,22,Male,MCA,4,65.73,6.77,71.8,18,1,Average,7.47,7.29,7.65
SEM4_0417,Gaurav Shere,24,Female,MCA,4,81.96,7.72,72.3,18,0,Average,7.27,7.5,8.34
SEM4_0418,Rushil Lala,27,Female,MCA,4,64.97,6.51,94.9,9,4,At-risk,6.89,6.78,6.47
SEM4_0419,Om Bawa,22,Female,MCA,4,66.78,6.6,76.8,18,1,Average,7.67,6.95,6.67
SEM4_0420,Nandini Sanghvi,24,Female,MCA,4,69.81,7.25,85.4,21,1,Average,7.77,7.66,7.28
SEM4_0421,Abha Dixit,21,Male,MCA,4,76.86,8.35,76.8,23,1,Average,6.93,7.07,6.69
SEM4_0422,Gaurav Pillai,27,Male,MCA,4,75.35,7.35,82.5,17,0,Average,8.15,8.19,8.42
SEM4_0423,Onkar Dalal,24,Male,MCA,4,61.51,6.38,77.9,22,2,Average,6.77,6.05,6.93
SEM4_0424,Akshay Vora,26,Male,MCA,4,46.47,5.4,81.7,22,0,Average,7.99,7.78,8.05
SEM4_0425,Radhika Setty,24,Female,MCA,4,82.36,7.63,66.4,25,0,Excellent,7.85,7.65,8.28
SEM4_0426,Warda Dani,25,Male,MCA,4,69.41,6.83,75.5,30,0,Excellent,8.08,8.11,7.44
SEM4_0427,Udarsh Jani,25,Male,MCA,4,71.99,7.37,70.3,27,0,Average,7.62,8.44,8.15
SEM4_0428,Rayaan Lata,27,Male,MCA,4,63.19,6.07,94.7,20,0,Average,8.68,8.67,8.32
SEM4_0429,Bhavna Talwar,25,Male,MCA,4,67.46,6.84,87.8,21,0,Excellent,9.24,9.18,9.25
SEM4_0430,Lavanya De,22,Male,MCA,4,77.17,7.44,90.7,16,0,Average,8.1,8.26,8.79
SEM4_0431,Raagini Jhaveri,27,Female,MCA,4,78.45,8.44,59.9,18,2,Average,7.22,7.83,8.57
SEM4_0432,Tanveer Mandal,25,Female,MCA,4,77.74,7.46,81.2,15,4,At-risk,7.16,6.61,7.05
SEM4_0433,Ranbir Sahota,28,Female,MCA,4,50.99,5.57,48.4,25,2,Average,8.59,8.14,7.42
SEM4_0434,Pranit Rege,21,Male,MCA,4,85.15,8.35,100.0,15,1,Average,7.23,7.12,6.77
SEM4_0435,Madhav Balakrishnan,24,Female,MCA,4,71.5,7.02,88.9,11,4,At-risk,6.24,6.14,6.4
SEM4_0436,Bina Lala,27,Female,MCA,4,95.0,9.58,61.9,16,1,Average,8.07,7.86,8.1
SEM4_0437,Warinder Seshadri,27,Male,MCA,4,80.98,8.64,71.9,15,1,Average,8.29,8.64,8.9
SEM4_0438,Yuvraj Pingle,28,Male,MCA,4,69.97,6.59,86.6,13,2,At-risk,6.19,6.03,6.1
SEM4_0439,Tara Chada,26,Female,MCA,4,80.67,7.94,73.5,24,3,Average,7.95,8.55,8.91
SEM4_0440,Advaith Singh,22,Male,MCA,4,79.98,7.97,86.1,14,3,At-risk,6.23,6.39,6.51
SEM4_0441,Kiaan Naik,22,Male,MCA,4,64.45,6.01,83.6,20,0,Average,7.55,8.1,7.62
SEM4_0442,Mitali Kala,24,Female,MCA,4,72.91,7.54,77.1,30,0,Excellent,8.67,8.24,8.24
SEM4_0443,Leela Sampath,26,Female,MCA,4,78.96,8.31,78.9,18,0,Excellent,8.43,8.23,8.73
SEM4_0444,Aahana Bora,22,Female,MCA,4,70.14,6.9,77.3,19,0,Average,7.84,8.61,7.69
SEM4_0445,Girish Bhargava,22,Male,MCA,4,78.73,8.04,67.4,20,0,Excellent,9.35,9.8,9.6
SEM4_0446,Charles Natarajan,25,Male,MCA,4,61.44,6.76,76.3,22,0,Average,8.21,7.75,7.12
SEM4_0447,Wahab Sinha,24,Male,MCA,4,75.66,7.21,85.1,22,1,Average,7.86,7.94,7.72
SEM4_0448,Irya Bath,24,Female,MCA,4,70.92,6.52,76.8,16,0,Average,7.64,8.03,7.16
SEM4_0449,Abdul Kulkarni,21,Male,MCA,4,59.07,5.86,93.6,12,1,Average,7.07,6.61,6.27
SEM4_0450,Yamini Raj,26,Male,MCA,4,70.36,6.94,70.7,24,1,Average,8.0,7.79,7.65
SEM4_0451,Chasmum Rana,22,Male,MCA,4,70.85,7.04,64.4,21,1,Average,7.7,7.24,7.44
SEM4_0452,Kamala Deo,23,Male,MCA,4,88.43,9.01,94.2,20,0,Excellent,8.32,8.38,8.21
SEM4_0453,Benjamin Gola,27,Male,MCA,4,76.36,7.98,71.0,23,0,Excellent,8.65,8.84,8.79
SEM4_0454,Abha Gara,25,Female,MCA,4,76.63,7.89,84.3,30,2,Average,8.96,9.15,8.62
SEM4_0455,Yahvi Tailor,23,Female,MCA,4,60.7,6.4,82.2,14,2,Average,7.68,7.54,7.75
SEM4_0456,Harinakshi Sidhu,21,Female,MCA,4,87.82,8.57,89.7,23,0,Excellent,9.24,9.0,8.79
SEM4_0457,Kevin Chakraborty,26,Female,MCA,4,88.62,9.25,85.0,19,0,Excellent,8.28,8.21,9.07
SEM4_0458,Edhitha Wali,27,Female,MCA,4,45.22,4.88,84.1,22,1,Average,7.79,7.31,7.13
SEM4_0459,Rachita Dhar,22,Male,MCA,4,78.39,7.67,71.0,18,1,Average,7.87,7.64,7.52
SEM4_0460,Abha Dada,25,Male,MCA,4,76.17,7.17,92.2,15,2,Average,7.42,8.54,9.0
SEM4_0461,Dhriti Basu,21,Male,MCA,4,55.06,5.49,73.9,29,0,Excellent,9.17,9.06,8.68
SEM4_0462,Joshua Tata,26,Male,MCA,4,58.07,5.88,95.5,19,1,Average,6.9,6.95,7.0
SEM4_0463,Avni Patel,21,Male,MCA,4,57.77,5.26,89.4,24,0,Average,8.28,7.28,7.11
SEM4_0464,Qushi Mandal,27,Male,MCA,4,67.22,6.64,80.7,13,4,At-risk,7.78,8.55,8.98
